frame_id,type_name,type_id,obj_id,path_img,path_mask,x1,y1,x2,y2,height,width
2954,klikun,0,0,klikun\images\original (19).jpg,klikun\masks\original (19).png,0,310,1751,1535,1536,2048
2955,klikun,0,0,klikun\images\original (2).jpg,klikun\masks\original (2).png,56,241,1188,2047,2048,1365
2956,klikun,0,0,klikun\images\original (20).jpg,klikun\masks\original (20).png,369,421,1433,1323,1536,2048
2957,klikun,0,0,klikun\images\original (21).jpg,klikun\masks\original (21).png,352,473,1833,1209,1536,2048
2958,klikun,0,0,klikun\images\original (22).jpg,klikun\masks\original (22).png,0,328,1518,1535,1536,2048
2959,klikun,0,0,klikun\images\original (23).jpg,klikun\masks\original (23).png,746,493,1380,862,1536,2048
2960,klikun,0,0,klikun\images\original (24).jpg,klikun\masks\original (24).png,380,354,844,761,1068,1600
2961,klikun,0,0,klikun\images\original (25).jpg,klikun\masks\original (25).png,162,407,776,849,1068,1600
2962,klikun,0,0,klikun\images\original (26).jpg,klikun\masks\original (26).png,781,412,1247,724,1068,1600
2963,klikun,0,0,klikun\images\original (27).jpg,klikun\masks\original (27).png,793,318,1307,726,1068,1600
2964,klikun,0,0,klikun\images\original (28).jpg,klikun\masks\original (28).png,274,311,510,795,1177,786
2965,klikun,0,0,klikun\images\original (29).jpg,klikun\masks\original (29).png,839,389,1282,723,1121,1681
2966,klikun,0,0,klikun\images\original (3).jpg,klikun\masks\original (3).png,285,393,943,2047,2048,1365
2967,klikun,0,0,klikun\images\original (30).jpg,klikun\masks\original (30).png,490,288,1953,1258,1362,2048
2968,klikun,0,0,klikun\images\original (31).jpg,klikun\masks\original (31).png,766,252,1000,596,941,1411
2968,klikun,0,1,klikun\images\original (31).jpg,klikun\masks\original (31).png,298,271,634,647,941,1411
2969,klikun,0,0,klikun\images\original (32).jpg,klikun\masks\original (32).png,239,297,376,507,900,1350
2969,klikun,0,1,klikun\images\original (32).jpg,klikun\masks\original (32).png,878,322,1005,499,900,1350
2971,klikun,0,0,klikun\images\original (34).jpg,klikun\masks\original (34).png,1070,255,1584,763,1109,1663
2971,klikun,0,1,klikun\images\original (34).jpg,klikun\masks\original (34).png,735,259,1173,741,1109,1663
2971,klikun,0,2,klikun\images\original (34).jpg,klikun\masks\original (34).png,469,295,888,841,1109,1663
2971,klikun,0,3,klikun\images\original (34).jpg,klikun\masks\original (34).png,323,328,672,900,1109,1663
2973,klikun,0,0,klikun\images\original (36).jpg,klikun\masks\original (36).png,299,339,718,1390,1536,1024
2974,klikun,0,0,klikun\images\original (37).jpg,klikun\masks\original (37).png,358,443,882,696,1080,1357
2975,klikun,0,0,klikun\images\original (38).jpg,klikun\masks\original (38).png,902,784,1147,851,1200,1800
2975,klikun,0,1,klikun\images\original (38).jpg,klikun\masks\original (38).png,1028,735,1208,846,1200,1800
2976,klikun,0,0,klikun\images\original (39).jpg,klikun\masks\original (39).png,630,648,808,889,1114,2048
2977,klikun,0,0,klikun\images\original (4).jpg,klikun\masks\original (4).png,910,291,1980,1032,1366,2048
2979,klikun,0,0,klikun\images\original (41).jpg,klikun\masks\original (41).png,72,159,705,493,680,1024
2980,klikun,0,0,klikun\images\original (42).jpg,klikun\masks\original (42).png,629,440,1146,930,1122,1496
2980,klikun,0,1,klikun\images\original (42).jpg,klikun\masks\original (42).png,484,260,921,610,1122,1496
2980,klikun,0,2,klikun\images\original (42).jpg,klikun\masks\original (42).png,348,562,727,874,1122,1496
2981,klikun,0,0,klikun\images\original (43).jpg,klikun\masks\original (43).png,484,1038,1018,1258,1657,1622
2982,klikun,0,0,klikun\images\original (44).jpg,klikun\masks\original (44).png,682,1196,1108,1417,2048,1735
2983,klikun,0,0,klikun\images\original (45).jpg,klikun\masks\original (45).png,561,1070,771,1192,1794,1392
2984,klikun,0,0,klikun\images\original (46).jpg,klikun\masks\original (46).png,824,966,1019,1365,2048,1817
2985,klikun,0,0,klikun\images\original (47).jpg,klikun\masks\original (47).png,417,115,1769,983,1536,2048
2986,klikun,0,0,klikun\images\original (48).jpg,klikun\masks\original (48).png,1590,715,2000,907,1536,2048
2986,klikun,0,1,klikun\images\original (48).jpg,klikun\masks\original (48).png,311,599,711,808,1536,2048
2986,klikun,0,2,klikun\images\original (48).jpg,klikun\masks\original (48).png,50,778,435,924,1536,2048
2987,klikun,0,0,klikun\images\original (49).jpg,klikun\masks\original (49).png,818,789,1153,844,1536,2048
2987,klikun,0,1,klikun\images\original (49).jpg,klikun\masks\original (49).png,712,649,1006,767,1536,2048
2988,klikun,0,0,klikun\images\original (5).jpg,klikun\masks\original (5).png,459,402,1954,1092,1365,2048
2988,klikun,0,1,klikun\images\original (5).jpg,klikun\masks\original (5).png,537,475,1188,1049,1365,2048
2989,klikun,0,0,klikun\images\original (50).jpg,klikun\masks\original (50).png,169,191,1984,1363,1364,2048
2990,klikun,0,0,klikun\images\original (51).jpg,klikun\masks\original (51).png,885,647,1115,834,1536,2048
2991,klikun,0,0,klikun\images\original (52).jpg,klikun\masks\original (52).png,942,781,1252,1014,1536,2048
2991,klikun,0,1,klikun\images\original (52).jpg,klikun\masks\original (52).png,785,795,1104,1033,1536,2048
2992,klikun,0,0,klikun\images\original (53).jpg,klikun\masks\original (53).png,1020,450,1344,886,1865,2048
2994,klikun,0,0,klikun\images\original (55).jpg,klikun\masks\original (55).png,542,294,1685,1782,2000,2000
2995,klikun,0,0,klikun\images\original (56).jpg,klikun\masks\original (56).png,737,498,993,643,900,1350
2995,klikun,0,1,klikun\images\original (56).jpg,klikun\masks\original (56).png,574,455,827,652,900,1350
2996,klikun,0,0,klikun\images\original (57).jpg,klikun\masks\original (57).png,565,314,840,436,900,1350
2996,klikun,0,1,klikun\images\original (57).jpg,klikun\masks\original (57).png,523,220,857,334,900,1350
2997,klikun,0,0,klikun\images\original (58).jpg,klikun\masks\original (58).png,1368,740,1890,1112,1366,2048
2997,klikun,0,1,klikun\images\original (58).jpg,klikun\masks\original (58).png,1072,526,1695,912,1366,2048
2997,klikun,0,2,klikun\images\original (58).jpg,klikun\masks\original (58).png,1215,582,1705,917,1366,2048
2997,klikun,0,3,klikun\images\original (58).jpg,klikun\masks\original (58).png,869,414,1253,587,1366,2048
2997,klikun,0,4,klikun\images\original (58).jpg,klikun\masks\original (58).png,347,470,914,637,1366,2048
2998,klikun,0,0,klikun\images\original (59).jpg,klikun\masks\original (59).png,6,248,537,820,1196,2048
2998,klikun,0,1,klikun\images\original (59).jpg,klikun\masks\original (59).png,0,531,458,917,1196,2048
2998,klikun,0,2,klikun\images\original (59).jpg,klikun\masks\original (59).png,554,530,971,894,1196,2048
2998,klikun,0,3,klikun\images\original (59).jpg,klikun\masks\original (59).png,504,157,1120,778,1196,2048
2998,klikun,0,4,klikun\images\original (59).jpg,klikun\masks\original (59).png,680,512,1080,816,1196,2048
2998,klikun,0,5,klikun\images\original (59).jpg,klikun\masks\original (59).png,831,485,1198,860,1196,2048
2998,klikun,0,6,klikun\images\original (59).jpg,klikun\masks\original (59).png,977,470,1485,804,1196,2048
2998,klikun,0,7,klikun\images\original (59).jpg,klikun\masks\original (59).png,1233,493,1517,814,1196,2048
2998,klikun,0,8,klikun\images\original (59).jpg,klikun\masks\original (59).png,1308,487,1625,850,1196,2048
2998,klikun,0,9,klikun\images\original (59).jpg,klikun\masks\original (59).png,1585,439,1929,815,1196,2048
2998,klikun,0,10,klikun\images\original (59).jpg,klikun\masks\original (59).png,1574,422,1964,799,1196,2048
2999,klikun,0,0,klikun\images\original (6).jpg,klikun\masks\original (6).png,459,280,1417,1090,1352,2048
3000,klikun,0,0,klikun\images\original (60).jpg,klikun\masks\original (60).png,136,927,771,1204,2048,1152
3000,klikun,0,1,klikun\images\original (60).jpg,klikun\masks\original (60).png,0,427,322,622,2048,1152
3001,klikun,0,0,klikun\images\original (61).jpg,klikun\masks\original (61).png,111,242,2047,1308,1390,2048
3002,klikun,0,0,klikun\images\original (62).jpg,klikun\masks\original (62).png,136,154,1918,1025,1381,2048
3003,klikun,0,0,klikun\images\original (63).jpg,klikun\masks\original (63).png,351,217,1952,761,1281,2048
3005,klikun,0,0,klikun\images\original (65).jpg,klikun\masks\original (65).png,694,931,1124,1330,2048,1536
3006,klikun,0,0,klikun\images\original (66).jpg,klikun\masks\original (66).png,712,948,1187,1367,2048,1536
3007,klikun,0,0,klikun\images\original (67).jpg,klikun\masks\original (67).png,341,129,595,537,698,1046
3008,klikun,0,0,klikun\images\original (68).jpg,klikun\masks\original (68).png,396,538,757,747,1035,1137
3009,klikun,0,0,klikun\images\original (69).jpg,klikun\masks\original (69).png,1471,550,1618,961,1273,2048
3009,klikun,0,1,klikun\images\original (69).jpg,klikun\masks\original (69).png,1304,572,1520,951,1273,2048
3009,klikun,0,2,klikun\images\original (69).jpg,klikun\masks\original (69).png,910,575,1172,968,1273,2048
3009,klikun,0,3,klikun\images\original (69).jpg,klikun\masks\original (69).png,268,548,423,957,1273,2048
3009,klikun,0,4,klikun\images\original (69).jpg,klikun\masks\original (69).png,190,549,375,969,1273,2048
3010,klikun,0,0,klikun\images\original (7).jpg,klikun\masks\original (7).png,408,237,1081,615,799,1199
3011,klikun,0,0,klikun\images\original (70).jpg,klikun\masks\original (70).png,624,247,833,442,884,1382
3012,klikun,0,0,klikun\images\original (71).jpg,klikun\masks\original (71).png,1604,594,1949,891,1536,2048
3012,klikun,0,1,klikun\images\original (71).jpg,klikun\masks\original (71).png,1431,524,1669,808,1536,2048
3012,klikun,0,2,klikun\images\original (71).jpg,klikun\masks\original (71).png,1218,441,1633,732,1536,2048
3012,klikun,0,3,klikun\images\original (71).jpg,klikun\masks\original (71).png,899,363,1235,593,1536,2048
3012,klikun,0,4,klikun\images\original (71).jpg,klikun\masks\original (71).png,628,539,1138,892,1536,2048
3013,klikun,0,0,klikun\images\original (72).jpg,klikun\masks\original (72).png,490,888,1016,1579,2048,1365
3014,klikun,0,0,klikun\images\original (73).jpg,klikun\masks\original (73).png,216,726,1060,1751,2048,1365
3015,klikun,0,0,klikun\images\original (74).jpg,klikun\masks\original (74).png,363,764,971,1226,1365,2048
3016,klikun,0,0,klikun\images\original (75).jpg,klikun\masks\original (75).png,641,633,1135,1077,1365,2048
3017,klikun,0,0,klikun\images\original (76).jpg,klikun\masks\original (76).png,246,260,1768,1364,1365,2048
3018,klikun,0,0,klikun\images\original (77).jpg,klikun\masks\original (77).png,492,286,1957,1252,1362,2048
3019,klikun,0,0,klikun\images\original (78).jpg,klikun\masks\original (78).png,839,388,1283,722,1121,1681
3020,klikun,0,0,klikun\images\original (79).jpg,klikun\masks\original (79).png,964,514,1098,688,2048,1536
3020,klikun,0,1,klikun\images\original (79).jpg,klikun\masks\original (79).png,552,732,1187,1515,2048,1536
3021,klikun,0,0,klikun\images\original (8).jpg,klikun\masks\original (8).png,568,269,1555,924,1108,1664
3022,klikun,0,0,klikun\images\original (80).jpg,klikun\masks\original (80).png,53,657,1899,1007,1365,2048
3023,klikun,0,0,klikun\images\original (9).jpg,klikun\masks\original (9).png,485,313,1559,1237,2048,1624
3023,klikun,0,1,klikun\images\original (9).jpg,klikun\masks\original (9).png,0,990,1224,1862,2048,1624
3025,maliy,1,0,maliy\images\00120000501.jpg,maliy\masks\00120000501.png,251,113,629,630,733,1100
3026,maliy,1,0,maliy\images\00120047902.jpg,maliy\masks\00120047902.png,465,409,1032,717,886,1200
3026,maliy,1,1,maliy\images\00120047902.jpg,maliy\masks\00120047902.png,172,259,788,699,886,1200
3026,maliy,1,2,maliy\images\00120047902.jpg,maliy\masks\00120047902.png,511,139,774,533,886,1200
3026,maliy,1,3,maliy\images\00120047902.jpg,maliy\masks\00120047902.png,17,367,386,600,886,1200
3027,maliy,1,0,maliy\images\00120047904.jpg,maliy\masks\00120047904.png,628,394,1191,749,900,1200
3027,maliy,1,1,maliy\images\00120047904.jpg,maliy\masks\00120047904.png,53,177,580,497,900,1200
3028,maliy,1,0,maliy\images\00320099101.jpg,maliy\masks\00320099101.png,39,197,781,670,800,1200
3029,maliy,1,0,maliy\images\005-5-1024x683.jpg,maliy\masks\005-5-1024x683.png,270,128,660,534,683,1024
3030,maliy,1,0,maliy\images\01020004001.jpg,maliy\masks\01020004001.png,237,217,937,730,798,1200
3031,maliy,1,0,maliy\images\01700003101.jpg,maliy\masks\01700003101.png,254,176,920,529,799,1200
3032,maliy,1,0,maliy\images\01700118001.jpg,maliy\masks\01700118001.png,418,83,1094,633,800,1200
3033,maliy,1,0,maliy\images\02110020404.jpg,maliy\masks\02110020404.png,468,356,969,614,803,1200
3034,maliy,1,0,maliy\images\02bebb34979b5ee045cb91763ecee848Y29udGVudHNlYXJjaGFwaSwxNjY4ODU5Njc0-2.69832329.jpg,maliy\masks\02bebb34979b5ee045cb91763ecee848Y29udGVudHNlYXJjaGFwaSwxNjY4ODU5Njc0-2.69832329.png,310,99,3557,2348,2684,4026
3035,maliy,1,0,maliy\images\03460008201.jpg,maliy\masks\03460008201.png,405,160,1182,924,1067,1600
3036,maliy,1,0,maliy\images\04940090501.jpg,maliy\masks\04940090501.png,731,148,1120,397,1062,1500
3036,maliy,1,1,maliy\images\04940090501.jpg,maliy\masks\04940090501.png,256,524,895,850,1062,1500
3037,maliy,1,0,maliy\images\05150098802.jpg,maliy\masks\05150098802.png,158,141,918,486,800,1200
3037,maliy,1,1,maliy\images\05150098802.jpg,maliy\masks\05150098802.png,755,0,1142,312,800,1200
3038,maliy,1,0,maliy\images\05150098803.jpg,maliy\masks\05150098803.png,247,385,972,841,888,1200
3040,maliy,1,0,maliy\images\06200006401.jpg,maliy\masks\06200006401.png,115,289,510,625,831,1200
3041,maliy,1,0,maliy\images\06370033701.jpg,maliy\masks\06370033701.png,504,155,1053,537,900,1200
3042,maliy,1,0,maliy\images\06390001101.jpg,maliy\masks\06390001101.png,663,147,1099,398,791,1200
3042,maliy,1,1,maliy\images\06390001101.jpg,maliy\masks\06390001101.png,351,239,782,533,791,1200
3043,maliy,1,0,maliy\images\07240001002.jpg,maliy\masks\07240001002.png,243,248,736,775,795,1200
3044,maliy,1,0,maliy\images\0_escenic-39.jpg,maliy\masks\0_escenic-39.png,539,193,900,1006,1200,1200
3045,maliy,1,0,maliy\images\1-858.jpg,maliy\masks\1-858.png,90,106,1193,798,799,1200
3046,maliy,1,0,maliy\images\1039657778.jpg,maliy\masks\1039657778.png,97,291,1919,1279,1280,1920
3047,maliy,1,0,maliy\images\1083074.jpg,maliy\masks\1083074.png,213,99,892,580,667,1000
3048,maliy,1,0,maliy\images\1088912639.jpg,maliy\masks\1088912639.png,287,212,685,476,768,1024
3049,maliy,1,0,maliy\images\12016.jpg,maliy\masks\12016.png,182,202,843,680,800,1200
3049,maliy,1,1,maliy\images\12016.jpg,maliy\masks\12016.png,70,283,609,476,800,1200
3049,maliy,1,2,maliy\images\12016.jpg,maliy\masks\12016.png,551,265,984,616,800,1200
3051,maliy,1,0,maliy\images\1211970386.jpg,maliy\masks\1211970386.png,93,88,458,467,631,900
3052,maliy,1,0,maliy\images\1233595581.jpg,maliy\masks\1233595581.png,404,180,710,383,500,1009
3052,maliy,1,1,maliy\images\1233595581.jpg,maliy\masks\1233595581.png,140,128,465,372,500,1009
3053,maliy,1,0,maliy\images\1249288867.jpg,maliy\masks\1249288867.png,599,66,1387,665,1011,1425
3053,maliy,1,1,maliy\images\1249288867.jpg,maliy\masks\1249288867.png,22,371,641,1002,1011,1425
3053,maliy,1,2,maliy\images\1249288867.jpg,maliy\masks\1249288867.png,562,500,1424,1010,1011,1425
3054,maliy,1,0,maliy\images\1315045574.jpg,maliy\masks\1315045574.png,447,216,712,356,629,944
3055,maliy,1,0,maliy\images\1428325953.jpg,maliy\masks\1428325953.png,690,395,1324,760,1134,1500
3055,maliy,1,1,maliy\images\1428325953.jpg,maliy\masks\1428325953.png,574,495,1048,812,1134,1500
3056,maliy,1,0,maliy\images\1440775641.jpg,maliy\masks\1440775641.png,316,465,738,794,1024,1024
3057,maliy,1,0,maliy\images\1641139220_13-pofoto-club-p-malii-lebed-ptitsi-foto-34.jpg,maliy\masks\1641139220_13-pofoto-club-p-malii-lebed-ptitsi-foto-34.png,217,259,439,331,534,800
3057,maliy,1,1,maliy\images\1641139220_13-pofoto-club-p-malii-lebed-ptitsi-foto-34.jpg,maliy\masks\1641139220_13-pofoto-club-p-malii-lebed-ptitsi-foto-34.png,372,236,641,315,534,800
3059,maliy,1,0,maliy\images\1641139228_7-pofoto-club-p-malii-lebed-ptitsi-foto-18.jpg,maliy\masks\1641139228_7-pofoto-club-p-malii-lebed-ptitsi-foto-18.png,232,171,617,372,534,800
3062,maliy,1,0,maliy\images\1641139244_9-pofoto-club-p-malii-lebed-ptitsi-foto-23.jpg,maliy\masks\1641139244_9-pofoto-club-p-malii-lebed-ptitsi-foto-23.png,97,405,456,854,1003,800
3063,maliy,1,0,maliy\images\1641139254_40-pofoto-club-p-malii-lebed-ptitsi-foto-81.jpg,maliy\masks\1641139254_40-pofoto-club-p-malii-lebed-ptitsi-foto-81.png,574,375,2597,1450,2112,2816
3064,maliy,1,0,maliy\images\1641139261_10-pofoto-club-p-malii-lebed-ptitsi-foto-27.jpg,maliy\masks\1641139261_10-pofoto-club-p-malii-lebed-ptitsi-foto-27.png,123,111,630,420,575,800
3066,maliy,1,0,maliy\images\1641139272_15-pofoto-club-p-malii-lebed-ptitsi-foto-37.jpg,maliy\masks\1641139272_15-pofoto-club-p-malii-lebed-ptitsi-foto-37.png,467,243,675,435,578,800
3066,maliy,1,1,maliy\images\1641139272_15-pofoto-club-p-malii-lebed-ptitsi-foto-37.jpg,maliy\masks\1641139272_15-pofoto-club-p-malii-lebed-ptitsi-foto-37.png,75,105,272,217,578,800
3067,maliy,1,0,maliy\images\1641139273_3-pofoto-club-p-malii-lebed-ptitsi-foto-11.jpg,maliy\masks\1641139273_3-pofoto-club-p-malii-lebed-ptitsi-foto-11.png,202,80,590,462,534,800
3068,maliy,1,0,maliy\images\1641139284_11-pofoto-club-p-malii-lebed-ptitsi-foto-28.jpg,maliy\masks\1641139284_11-pofoto-club-p-malii-lebed-ptitsi-foto-28.png,25,248,249,368,534,800
3068,maliy,1,1,maliy\images\1641139284_11-pofoto-club-p-malii-lebed-ptitsi-foto-28.jpg,maliy\masks\1641139284_11-pofoto-club-p-malii-lebed-ptitsi-foto-28.png,263,265,525,403,534,800
3068,maliy,1,2,maliy\images\1641139284_11-pofoto-club-p-malii-lebed-ptitsi-foto-28.jpg,maliy\masks\1641139284_11-pofoto-club-p-malii-lebed-ptitsi-foto-28.png,483,251,654,366,534,800
3068,maliy,1,3,maliy\images\1641139284_11-pofoto-club-p-malii-lebed-ptitsi-foto-28.jpg,maliy\masks\1641139284_11-pofoto-club-p-malii-lebed-ptitsi-foto-28.png,492,261,692,394,534,800
3069,maliy,1,0,maliy\images\1641139296_4-pofoto-club-p-malii-lebed-ptitsi-foto-12.jpg,maliy\masks\1641139296_4-pofoto-club-p-malii-lebed-ptitsi-foto-12.png,256,170,613,361,511,800
3070,maliy,1,0,maliy\images\1641139310_17-pofoto-club-p-malii-lebed-ptitsi-foto-40.jpg,maliy\masks\1641139310_17-pofoto-club-p-malii-lebed-ptitsi-foto-40.png,264,276,969,832,1016,1525
3071,maliy,1,0,maliy\images\1641228353_21-pofoto-club-p-tundrovii-lebed-foto-40.jpg,maliy\masks\1641228353_21-pofoto-club-p-tundrovii-lebed-foto-40.png,977,280,1971,1473,1474,2063
3071,maliy,1,1,maliy\images\1641228353_21-pofoto-club-p-tundrovii-lebed-foto-40.jpg,maliy\masks\1641228353_21-pofoto-club-p-tundrovii-lebed-foto-40.png,0,163,1092,1473,1474,2063
3072,maliy,1,0,maliy\images\1668610801_55-poknok-art-p-tundrovii-lebed-foto-61.jpg,maliy\masks\1668610801_55-poknok-art-p-tundrovii-lebed-foto-61.png,156,98,1024,944,973,1249
3073,maliy,1,0,maliy\images\1668888630.jpg,maliy\masks\1668888630.png,856,679,1259,911,1536,2048
3074,maliy,1,0,maliy\images\1677329280.jpg,maliy\masks\1677329280.png,304,145,454,317,471,707
3075,maliy,1,0,maliy\images\1805397448.jpg,maliy\masks\1805397448.png,109,55,379,237,471,800
3075,maliy,1,1,maliy\images\1805397448.jpg,maliy\masks\1805397448.png,423,133,678,409,471,800
3076,maliy,1,0,maliy\images\1831164985.jpg,maliy\masks\1831164985.png,184,130,426,254,426,568
3077,maliy,1,0,maliy\images\1831237501.jpg,maliy\masks\1831237501.png,180,393,1034,1489,2048,1365
3078,maliy,1,0,maliy\images\1837530232.jpg,maliy\masks\1837530232.png,0,0,439,479,480,640
3078,maliy,1,1,maliy\images\1837530232.jpg,maliy\masks\1837530232.png,20,124,535,479,480,640
3079,maliy,1,0,maliy\images\1837565183.jpg,maliy\masks\1837565183.png,303,179,846,791,1000,1600
3080,maliy,1,0,maliy\images\1839320339.jpg,maliy\masks\1839320339.png,238,288,1503,808,1063,1600
3081,maliy,1,0,maliy\images\1914087381.jpg,maliy\masks\1914087381.png,227,62,961,623,648,1000
3082,maliy,1,0,maliy\images\1945435091.jpg,maliy\masks\1945435091.png,154,134,899,526,649,950
3083,maliy,1,0,maliy\images\1946320028.jpg,maliy\masks\1946320028.png,867,918,1131,1276,1995,2048
3084,maliy,1,0,maliy\images\1950028806.jpg,maliy\masks\1950028806.png,255,158,1417,769,946,1418
3085,maliy,1,0,maliy\images\1951024291.jpg,maliy\masks\1951024291.png,338,187,457,336,533,800
3085,maliy,1,1,maliy\images\1951024291.jpg,maliy\masks\1951024291.png,325,245,381,312,533,800
3086,maliy,1,0,maliy\images\1951064497.jpg,maliy\masks\1951064497.png,468,194,602,291,600,800
3086,maliy,1,1,maliy\images\1951064497.jpg,maliy\masks\1951064497.png,337,201,417,312,600,800
3087,maliy,1,0,maliy\images\1951087598.jpg,maliy\masks\1951087598.png,236,55,458,186,499,800
3087,maliy,1,1,maliy\images\1951087598.jpg,maliy\masks\1951087598.png,232,181,470,254,499,800
3087,maliy,1,2,maliy\images\1951087598.jpg,maliy\masks\1951087598.png,258,211,508,307,499,800
3087,maliy,1,3,maliy\images\1951087598.jpg,maliy\masks\1951087598.png,372,292,631,423,499,800
3087,maliy,1,4,maliy\images\1951087598.jpg,maliy\masks\1951087598.png,397,133,642,257,499,800
3087,maliy,1,5,maliy\images\1951087598.jpg,maliy\masks\1951087598.png,473,250,681,356,499,800
3087,maliy,1,6,maliy\images\1951087598.jpg,maliy\masks\1951087598.png,477,356,536,422,499,800
3088,maliy,1,0,maliy\images\1951091329.jpg,maliy\masks\1951091329.png,316,196,587,424,533,800
3089,maliy,1,0,maliy\images\1951094515.jpg,maliy\masks\1951094515.png,503,262,680,400,533,800
3089,maliy,1,1,maliy\images\1951094515.jpg,maliy\masks\1951094515.png,27,352,286,430,533,800
3090,maliy,1,0,maliy\images\1951106939.jpg,maliy\masks\1951106939.png,248,320,447,437,600,800
3091,maliy,1,0,maliy\images\1951107668.jpg,maliy\masks\1951107668.png,607,154,755,343,459,800
3091,maliy,1,1,maliy\images\1951107668.jpg,maliy\masks\1951107668.png,417,155,616,361,459,800
3091,maliy,1,2,maliy\images\1951107668.jpg,maliy\masks\1951107668.png,109,194,252,375,459,800
3091,maliy,1,3,maliy\images\1951107668.jpg,maliy\masks\1951107668.png,82,182,255,333,459,800
3092,maliy,1,0,maliy\images\1951120645.jpg,maliy\masks\1951120645.png,517,95,620,207,578,800
3092,maliy,1,1,maliy\images\1951120645.jpg,maliy\masks\1951120645.png,350,122,475,299,578,800
3092,maliy,1,2,maliy\images\1951120645.jpg,maliy\masks\1951120645.png,161,181,348,476,578,800
3093,maliy,1,0,maliy\images\1951121124.jpg,maliy\masks\1951121124.png,453,131,575,269,553,737
3094,maliy,1,0,maliy\images\1951134135.jpg,maliy\masks\1951134135.png,690,228,799,339,598,800
3094,maliy,1,1,maliy\images\1951134135.jpg,maliy\masks\1951134135.png,204,223,493,439,598,800
3094,maliy,1,2,maliy\images\1951134135.jpg,maliy\masks\1951134135.png,377,128,553,290,598,800
3094,maliy,1,3,maliy\images\1951134135.jpg,maliy\masks\1951134135.png,255,127,317,193,598,800
3094,maliy,1,4,maliy\images\1951134135.jpg,maliy\masks\1951134135.png,142,145,271,232,598,800
3094,maliy,1,5,maliy\images\1951134135.jpg,maliy\masks\1951134135.png,0,71,117,125,598,800
3094,maliy,1,6,maliy\images\1951134135.jpg,maliy\masks\1951134135.png,62,177,236,277,598,800
3094,maliy,1,7,maliy\images\1951134135.jpg,maliy\masks\1951134135.png,0,238,86,318,598,800
3094,maliy,1,8,maliy\images\1951134135.jpg,maliy\masks\1951134135.png,140,257,314,332,598,800
3094,maliy,1,9,maliy\images\1951134135.jpg,maliy\masks\1951134135.png,70,328,244,381,598,800
3095,maliy,1,0,maliy\images\1951135371.jpg,maliy\masks\1951135371.png,627,165,739,334,800,800
3095,maliy,1,1,maliy\images\1951135371.jpg,maliy\masks\1951135371.png,295,57,449,201,800,800
3095,maliy,1,2,maliy\images\1951135371.jpg,maliy\masks\1951135371.png,446,258,655,412,800,800
3095,maliy,1,3,maliy\images\1951135371.jpg,maliy\masks\1951135371.png,274,256,588,509,800,800
3095,maliy,1,4,maliy\images\1951135371.jpg,maliy\masks\1951135371.png,403,436,700,579,800,800
3095,maliy,1,5,maliy\images\1951135371.jpg,maliy\masks\1951135371.png,5,327,302,548,800,800
3095,maliy,1,6,maliy\images\1951135371.jpg,maliy\masks\1951135371.png,269,563,569,654,800,800
3095,maliy,1,7,maliy\images\1951135371.jpg,maliy\masks\1951135371.png,472,590,799,777,800,800
3096,maliy,1,0,maliy\images\1951138131.jpg,maliy\masks\1951138131.png,172,312,421,501,800,634
3097,maliy,1,0,maliy\images\1951160364.jpg,maliy\masks\1951160364.png,478,103,603,177,600,800
3097,maliy,1,1,maliy\images\1951160364.jpg,maliy\masks\1951160364.png,37,246,328,489,600,800
3097,maliy,1,2,maliy\images\1951160364.jpg,maliy\masks\1951160364.png,247,204,496,475,600,800
3097,maliy,1,3,maliy\images\1951160364.jpg,maliy\masks\1951160364.png,393,236,525,398,600,800
3097,maliy,1,4,maliy\images\1951160364.jpg,maliy\masks\1951160364.png,380,178,468,332,600,800
3097,maliy,1,5,maliy\images\1951160364.jpg,maliy\masks\1951160364.png,635,33,799,172,600,800
3097,maliy,1,6,maliy\images\1951160364.jpg,maliy\masks\1951160364.png,622,52,680,175,600,800
3097,maliy,1,7,maliy\images\1951160364.jpg,maliy\masks\1951160364.png,700,89,799,142,600,800
3098,maliy,1,0,maliy\images\1951166845.jpg,maliy\masks\1951166845.png,596,369,755,458,600,800
3098,maliy,1,1,maliy\images\1951166845.jpg,maliy\masks\1951166845.png,547,439,743,522,600,800
3098,maliy,1,2,maliy\images\1951166845.jpg,maliy\masks\1951166845.png,408,447,643,527,600,800
3098,maliy,1,3,maliy\images\1951166845.jpg,maliy\masks\1951166845.png,389,390,453,504,600,800
3098,maliy,1,4,maliy\images\1951166845.jpg,maliy\masks\1951166845.png,427,201,481,245,600,800
3098,maliy,1,5,maliy\images\1951166845.jpg,maliy\masks\1951166845.png,188,207,227,238,600,800
3098,maliy,1,6,maliy\images\1951166845.jpg,maliy\masks\1951166845.png,616,249,732,293,600,800
3098,maliy,1,7,maliy\images\1951166845.jpg,maliy\masks\1951166845.png,668,210,732,261,600,800
3098,maliy,1,8,maliy\images\1951166845.jpg,maliy\masks\1951166845.png,733,180,779,248,600,800
3098,maliy,1,9,maliy\images\1951166845.jpg,maliy\masks\1951166845.png,16,435,217,524,600,800
3098,maliy,1,10,maliy\images\1951166845.jpg,maliy\masks\1951166845.png,29,412,139,509,600,800
3098,maliy,1,11,maliy\images\1951166845.jpg,maliy\masks\1951166845.png,281,483,440,544,600,800
