name,conf,x1,y1,x2,y2,path_img,true_label
maliy,0.264688,1,152,293,592,klikun\images\3718975299.jpg,klikun
maliy,0.16145405,333,474,640,640,klikun\images\3718975299.jpg,klikun
klikun,0.87286395,199,112,566,640,klikun\images\3718992862.jpg,klikun
klikun,0.21953045,366,120,593,431,klikun\images\3718992862.jpg,klikun
klikun,0.92758745,215,258,640,640,klikun\images\3719022255.jpg,klikun
klikun,0.37333384,0,266,171,640,klikun\images\3719022255.jpg,klikun
maliy,0.1370433,0,402,169,640,klikun\images\3719022255.jpg,klikun
maliy,0.66505635,306,342,640,527,klikun\images\3719473949.jpg,klikun
maliy,0.8844973,448,240,640,610,klikun\images\3719682549.jpg,klikun
klikun,0.8111768,183,119,565,438,klikun\images\3719682549.jpg,klikun
klikun,0.7999326,230,290,495,558,klikun\images\3719682549.jpg,klikun
maliy,0.10479124,229,294,501,562,klikun\images\3719682549.jpg,klikun
maliy,0.7360585,308,149,640,489,klikun\images\3719879807.jpg,klikun
shipun,0.55602956,2,214,640,640,klikun\images\3719901287.jpg,klikun
klikun,0.58770806,326,245,640,590,klikun\images\3720803855.jpg,klikun
klikun,0.92784405,405,255,640,640,klikun\images\3720815970.jpg,klikun
klikun,0.821309,90,63,640,557,klikun\images\3721002507.jpg,klikun
klikun,0.7857652,5,173,640,640,klikun\images\3722855071.jpg,klikun
klikun,0.8360503,132,118,564,386,klikun\images\3723167668.jpg,klikun
klikun,0.9394905,282,403,640,640,klikun\images\3723765832.jpg,klikun
maliy,0.58860767,236,184,621,515,klikun\images\3727895491.jpg,klikun
klikun,0.7487826,242,160,640,640,klikun\images\3728574269.jpg,klikun
klikun,0.959588,394,199,640,517,klikun\images\3728953609.jpg,klikun
klikun,0.8045873,165,330,640,640,klikun\images\3729911816.jpg,klikun
shipun,0.20346983,0,0,435,225,klikun\images\3729911816.jpg,klikun
klikun,0.20073584,5,0,640,552,klikun\images\3729911816.jpg,klikun
klikun,0.4330673,60,88,351,526,klikun\images\3731204646.jpg,klikun
shipun,0.4235397,59,86,352,527,klikun\images\3731204646.jpg,klikun
klikun,0.9267549,493,148,640,543,klikun\images\3732012658.jpg,klikun
klikun,0.92021173,316,171,640,432,klikun\images\3732775438.jpg,klikun
shipun,0.8183699,5,85,640,640,klikun\images\3733307745.jpg,klikun
klikun,0.9519982,154,390,640,640,klikun\images\3735831361.jpg,klikun
klikun,0.8256689,123,73,640,535,klikun\images\3759367482.jpg,klikun
klikun,0.9192296,1035,287,640,640,klikun\images\3759964162.jpg,klikun
klikun,0.8655455,531,502,640,640,klikun\images\3759964162.jpg,klikun
klikun,0.92064047,154,578,640,640,klikun\images\3760220807.jpg,klikun
klikun,0.97692597,613,212,640,640,klikun\images\3767162491.jpg,klikun
maliy,0.7335962,89,158,345,355,klikun\images\3767209654.jpg,klikun
maliy,0.29032275,416,239,480,366,klikun\images\3767209654.jpg,klikun
klikun,0.15854588,416,206,479,364,klikun\images\3767209654.jpg,klikun
klikun,0.95107317,294,145,640,634,klikun\images\3767894629.jpg,klikun
klikun,0.9195743,82,79,640,640,klikun\images\3768543365.jpg,klikun
klikun,0.8421697,607,75,640,640,klikun\images\3769037082.jpg,klikun
klikun,0.8031429,302,335,640,629,klikun\images\3769211926.jpg,klikun
klikun,0.85272616,147,162,333,406,klikun\images\3769224386.jpg,klikun
klikun,0.9107842,321,211,640,530,klikun\images\3769233356.jpg,klikun
klikun,0.69617224,946,372,640,623,klikun\images\3769233356.jpg,klikun
klikun,0.9616665,641,371,640,640,klikun\images\3769264414.jpg,klikun
klikun,0.23364507,960,860,640,640,klikun\images\3769264414.jpg,klikun
klikun,0.8750697,606,201,640,640,klikun\images\3769546637.jpg,klikun
klikun,0.5373563,248,166,640,640,klikun\images\3773339023.jpg,klikun
klikun,0.89048874,333,586,640,640,klikun\images\3802340138.jpg,klikun
klikun,0.8713083,812,605,640,640,klikun\images\3802340138.jpg,klikun
maliy,0.12528439,834,619,640,640,klikun\images\3802340138.jpg,klikun
maliy,0.73751056,725,469,640,640,klikun\images\3807856363.jpg,klikun
klikun,0.9287735,209,129,640,473,klikun\images\3822455438.jpg,klikun
klikun,0.9138336,59,141,640,624,klikun\images\3822867290.jpg,klikun
klikun,0.89877766,311,69,585,533,klikun\images\3824726346.jpg,klikun
klikun,0.8952527,307,377,640,640,klikun\images\3825689915.jpg,klikun
klikun,0.10726987,484,486,640,597,klikun\images\3825689915.jpg,klikun
klikun,0.9540787,90,150,578,640,klikun\images\3826193686.jpg,klikun
klikun,0.81052524,264,172,640,640,klikun\images\3856880837.jpg,klikun
shipun,0.60662156,207,0,413,204,klikun\images\3857936207.jpg,klikun
klikun,0.54937816,88,114,209,186,klikun\images\3857936207.jpg,klikun
shipun,0.32905915,87,114,210,185,klikun\images\3857936207.jpg,klikun
maliy,0.25125945,87,113,209,185,klikun\images\3857936207.jpg,klikun
klikun,0.9462074,410,108,640,536,klikun\images\3858590571.jpg,klikun
klikun,0.92236614,452,96,640,575,klikun\images\3903003661.jpg,klikun
klikun,0.3885615,343,70,640,640,klikun\images\3903054680.jpg,klikun
klikun,0.9735555,877,229,640,640,klikun\images\3903162589.jpg,klikun
klikun,0.73492885,56,294,640,640,klikun\images\3906424234.jpg,klikun
shipun,0.15526637,70,292,640,640,klikun\images\3906424234.jpg,klikun
maliy,0.34434554,177,290,640,640,klikun\images\3918171099.jpg,klikun
klikun,0.14553039,206,279,640,640,klikun\images\3918171099.jpg,klikun
klikun,0.9163595,79,55,319,226,klikun\images\3918957878.jpg,klikun
klikun,0.91326135,66,85,266,221,klikun\images\3919082903.jpg,klikun
maliy,0.46829936,342,101,456,243,klikun\images\3919082903.jpg,klikun
klikun,0.3736796,343,101,456,243,klikun\images\3919082903.jpg,klikun
klikun,0.7018082,53,50,492,471,klikun\images\3919282568.jpg,klikun
klikun,0.90996045,46,208,299,435,klikun\images\3919352643.jpg,klikun
klikun,0.7563869,59,39,205,215,klikun\images\3919352643.jpg,klikun
klikun,0.94214576,476,162,640,640,klikun\images\3919795979.jpg,klikun
maliy,0.7032618,212,170,599,482,klikun\images\3993064000.jpg,klikun
klikun,0.97133905,215,352,640,640,klikun\images\3993132374.jpg,klikun
klikun,0.9240825,917,131,640,640,klikun\images\3993132374.jpg,klikun
klikun,0.17752409,411,761,640,640,klikun\images\3993132374.jpg,klikun
shipun,0.6721684,20,2,640,640,klikun\images\3997253455.jpg,klikun
shipun,0.8651594,431,366,640,580,klikun\images\3997347406.jpg,klikun
shipun,0.84730864,259,229,418,462,klikun\images\3997347406.jpg,klikun
klikun,0.13623185,257,233,418,462,klikun\images\3997347406.jpg,klikun
klikun,0.10691624,427,363,640,582,klikun\images\3997347406.jpg,klikun
klikun,0.87709826,582,373,640,640,klikun\images\4009781947.jpg,klikun
maliy,0.6774729,317,382,640,640,klikun\images\4010897539.jpg,klikun
klikun,0.9536941,555,197,640,640,klikun\images\4011505840.jpg,klikun
klikun,0.94269,431,190,640,640,klikun\images\4013653514.jpg,klikun
klikun,0.6274737,1377,292,640,640,klikun\images\4013653514.jpg,klikun
klikun,0.955535,329,399,640,640,klikun\images\4021959285.jpg,klikun
klikun,0.81140584,1239,56,640,640,klikun\images\4021959285.jpg,klikun
klikun,0.4490111,1451,0,640,187,klikun\images\4021959285.jpg,klikun
shipun,0.40229356,1449,0,640,187,klikun\images\4021959285.jpg,klikun
shipun,0.12555747,1238,57,640,640,klikun\images\4021959285.jpg,klikun
shipun,0.70029676,0,164,640,640,klikun\images\4022332314.jpg,klikun
shipun,0.7267829,0,6,640,640,klikun\images\4022333451.jpg,klikun
klikun,0.8173001,235,239,640,445,klikun\images\4024081370.jpg,klikun
klikun,0.28062236,395,359,640,620,klikun\images\4024081370.jpg,klikun
klikun,0.88134116,72,213,640,640,klikun\images\4024174593.jpg,klikun
shipun,0.9633835,473,434,640,640,klikun\images\4028780276.jpg,klikun
klikun,0.86129993,504,74,640,640,klikun\images\4028998150.jpg,klikun
klikun,0.55506796,991,179,640,640,klikun\images\4039312695.jpg,klikun
klikun,0.3700114,1387,314,640,640,klikun\images\4039312695.jpg,klikun
klikun,0.77942085,394,452,459,598,klikun\images\img_11.jpg,klikun
maliy,0.7495084,191,57,461,176,klikun\images\img_11.jpg,klikun
klikun,0.5269896,1,460,35,597,klikun\images\img_11.jpg,klikun
maliy,0.47303325,323,363,609,465,klikun\images\img_11.jpg,klikun
shipun,0.38334817,247,486,330,555,klikun\images\img_11.jpg,klikun
klikun,0.37942326,62,485,190,560,klikun\images\img_11.jpg,klikun
klikun,0.35469666,250,538,297,598,klikun\images\img_11.jpg,klikun
maliy,0.2970795,62,485,190,559,klikun\images\img_11.jpg,klikun
klikun,0.28347707,246,486,329,555,klikun\images\img_11.jpg,klikun
shipun,0.25008166,63,486,191,558,klikun\images\img_11.jpg,klikun
shipun,0.17322122,322,363,611,466,klikun\images\img_11.jpg,klikun
shipun,0.16669941,395,452,460,597,klikun\images\img_11.jpg,klikun
klikun,0.16233672,322,364,607,464,klikun\images\img_11.jpg,klikun
klikun,0.1139172,193,56,467,180,klikun\images\img_11.jpg,klikun
shipun,0.8527417,626,200,640,640,klikun\images\img_14.jpg,klikun
maliy,0.8100985,1529,402,640,640,klikun\images\img_17.jpg,klikun
klikun,0.6580819,685,494,640,640,klikun\images\img_17.jpg,klikun
maliy,0.50693876,675,498,640,640,klikun\images\img_17.jpg,klikun
klikun,0.9457875,770,470,640,640,klikun\images\img_57.jpg,klikun
klikun,0.4068622,5,14,640,640,klikun\images\img_62.jpg,klikun
klikun,0.23863131,0,212,227,640,klikun\images\img_62.jpg,klikun
klikun,0.85254747,594,183,640,410,klikun\images\img_73.jpg,klikun
klikun,0.8244393,450,245,636,433,klikun\images\img_73.jpg,klikun
klikun,0.77036625,180,257,322,448,klikun\images\img_73.jpg,klikun
klikun,0.7368522,210,445,418,586,klikun\images\img_73.jpg,klikun
maliy,0.54400057,206,446,417,586,klikun\images\img_73.jpg,klikun
maliy,0.25416136,179,256,322,447,klikun\images\img_73.jpg,klikun
maliy,0.17509891,446,243,636,432,klikun\images\img_73.jpg,klikun
maliy,0.86966324,728,495,640,640,klikun\images\img_76.jpg,klikun
klikun,0.124763586,730,488,640,640,klikun\images\img_76.jpg,klikun
klikun,0.92682356,70,279,640,640,klikun\images\original (1).jpg,klikun
klikun,0.48577166,780,109,640,640,klikun\images\original (1).jpg,klikun
klikun,0.85807276,718,1070,640,640,klikun\images\original (10).jpg,klikun
shipun,0.8056419,1545,727,640,640,klikun\images\original (10).jpg,klikun
klikun,0.79654354,1077,863,640,640,klikun\images\original (10).jpg,klikun
klikun,0.7823806,1003,1097,640,640,klikun\images\original (10).jpg,klikun
klikun,0.7751893,124,1224,411,640,klikun\images\original (10).jpg,klikun
klikun,0.7346238,966,950,640,640,klikun\images\original (10).jpg,klikun
shipun,0.13054053,1205,0,640,141,klikun\images\original (10).jpg,klikun
klikun,0.82035094,428,623,640,640,klikun\images\original (33).jpg,klikun
shipun,0.91036886,1596,594,640,640,klikun\images\original (35).jpg,klikun
shipun,0.8991702,637,533,640,640,klikun\images\original (35).jpg,klikun
shipun,0.8928325,1429,523,640,640,klikun\images\original (35).jpg,klikun
shipun,0.8804855,904,362,640,597,klikun\images\original (35).jpg,klikun
shipun,0.84118813,1210,442,640,640,klikun\images\original (35).jpg,klikun
shipun,0.51663655,0,255,156,618,klikun\images\original (35).jpg,klikun
klikun,0.109018795,0,141,154,635,klikun\images\original (35).jpg,klikun
klikun,0.911558,179,274,640,640,klikun\images\original (40).jpg,klikun
klikun,0.9095085,64,424,640,640,klikun\images\original (54).jpg,klikun
maliy,0.80140936,805,889,640,640,klikun\images\original (64).jpg,klikun
klikun,0.24326698,801,881,640,640,klikun\images\original (64).jpg,klikun
klikun,0.86032003,1240,414,640,640,klikun\images\original.jpg,klikun
klikun,0.74813586,1768,400,640,640,klikun\images\original.jpg,klikun
maliy,0.6824901,625,592,640,640,klikun\images\original.jpg,klikun
maliy,0.47348017,0,652,520,640,klikun\images\original.jpg,klikun
klikun,0.41640067,922,423,640,640,klikun\images\original.jpg,klikun
klikun,0.34803206,624,594,640,640,klikun\images\original.jpg,klikun
klikun,0.24832933,0,645,536,640,klikun\images\original.jpg,klikun
klikun,0.18052717,1597,679,640,640,klikun\images\original.jpg,klikun
maliy,0.7174742,101,308,640,631,maliy\images\05150215206.jpg,maliy
maliy,0.94907415,92,92,458,465,maliy\images\1211970386 (2).jpg,maliy
maliy,0.10223163,666,438,640,486,maliy\images\1211970386 (2).jpg,maliy
maliy,0.8907533,289,248,544,366,maliy\images\1641139224_8-pofoto-club-p-malii-lebed-ptitsi-foto-19.jpg,maliy
maliy,0.8532233,181,112,386,243,maliy\images\1641139224_8-pofoto-club-p-malii-lebed-ptitsi-foto-19.jpg,maliy
shipun,0.7542313,547,267,640,640,maliy\images\1641139232_16-pofoto-club-p-malii-lebed-ptitsi-foto-38 (1).jpg,maliy
klikun,0.39929426,143,72,640,597,maliy\images\1641139232_16-pofoto-club-p-malii-lebed-ptitsi-foto-38.jpg,maliy
shipun,0.34310606,144,69,640,603,maliy\images\1641139232_16-pofoto-club-p-malii-lebed-ptitsi-foto-38.jpg,maliy
maliy,0.9343175,176,146,567,362,maliy\images\1641139265_6-pofoto-club-p-malii-lebed-ptitsi-foto-17.jpg,maliy
maliy,0.8671653,308,410,450,484,maliy\images\1951186479.jpg,maliy
maliy,0.72282016,255,389,324,462,maliy\images\1951186479.jpg,maliy
klikun,0.23427336,308,410,452,483,maliy\images\1951186479.jpg,maliy
maliy,0.9635013,229,123,386,405,maliy\images\1951219382.jpg,maliy
maliy,0.8807855,122,276,337,364,maliy\images\1951278235.jpg,maliy
maliy,0.8560143,286,141,516,324,maliy\images\1951278235.jpg,maliy
maliy,0.8559792,539,266,640,385,maliy\images\1951278235.jpg,maliy
klikun,0.15157731,538,265,640,383,maliy\images\1951278235.jpg,maliy
maliy,0.84235734,603,85,640,217,maliy\images\1951327039.jpg,maliy
maliy,0.73951924,223,239,640,418,maliy\images\1951327039.jpg,maliy
maliy,0.70367426,130,139,354,327,maliy\images\1951327039.jpg,maliy
shipun,0.8178116,0,224,219,532,maliy\images\1951331591.jpg,maliy
maliy,0.74519175,281,218,640,386,maliy\images\1951331591.jpg,maliy
maliy,0.7129858,453,69,621,206,maliy\images\1951331591.jpg,maliy
maliy,0.9736473,347,180,483,372,maliy\images\1951462017.jpg,maliy
maliy,0.8968868,340,208,572,286,maliy\images\1951465193.jpg,maliy
maliy,0.8890228,85,128,324,378,maliy\images\1951465193.jpg,maliy
maliy,0.7477276,620,0,640,64,maliy\images\1951465193.jpg,maliy
maliy,0.45143747,15,155,603,391,maliy\images\1951475402.jpg,maliy
maliy,0.93673205,225,108,640,556,maliy\images\1951485714.jpg,maliy
maliy,0.9594826,210,226,419,408,maliy\images\1951588531.jpg,maliy
maliy,0.9313183,524,213,640,391,maliy\images\1951588531.jpg,maliy
maliy,0.16071846,597,348,640,385,maliy\images\1951588531.jpg,maliy
maliy,0.9327001,275,198,503,331,maliy\images\1951622750.jpg,maliy
shipun,0.7824992,416,126,599,298,maliy\images\1951626396.jpg,maliy
shipun,0.63323766,329,239,483,360,maliy\images\1951626396.jpg,maliy
maliy,0.48420495,331,240,483,359,maliy\images\1951626396.jpg,maliy
maliy,0.3653551,414,127,600,298,maliy\images\1951626396.jpg,maliy
maliy,0.7875925,254,179,539,342,maliy\images\1951632625.jpg,maliy
klikun,0.7822716,113,119,497,527,maliy\images\1951637444.jpg,maliy
maliy,0.79086626,550,178,640,354,maliy\images\1951637453.jpg,maliy
maliy,0.6527057,227,182,349,302,maliy\images\1951637453.jpg,maliy
klikun,0.4946961,226,181,350,302,maliy\images\1951637453.jpg,maliy
maliy,0.47511384,424,118,581,233,maliy\images\1951637453.jpg,maliy
klikun,0.466102,447,126,630,343,maliy\images\1951637453.jpg,maliy
klikun,0.15562446,551,177,640,354,maliy\images\1951637453.jpg,maliy
maliy,0.11498522,112,157,220,215,maliy\images\1951637453.jpg,maliy
maliy,0.80572325,71,86,640,415,maliy\images\1951663926.jpg,maliy
maliy,0.7432086,154,66,478,469,maliy\images\1952881582.jpg,maliy
maliy,0.36440656,103,133,568,464,maliy\images\1953083181.jpg,maliy
shipun,0.25652948,105,132,569,464,maliy\images\1953083181.jpg,maliy
maliy,0.88231045,417,239,640,471,maliy\images\1954094688.jpg,maliy
maliy,0.83963,89,245,162,415,maliy\images\1954094688.jpg,maliy
maliy,0.8009557,0,275,108,414,maliy\images\1954094688.jpg,maliy
maliy,0.79880905,299,247,429,452,maliy\images\1954094688.jpg,maliy
maliy,0.5511642,219,276,329,411,maliy\images\1954094688.jpg,maliy
maliy,0.23924647,512,259,634,360,maliy\images\1954094688.jpg,maliy
maliy,0.18996228,565,293,603,349,maliy\images\1954094688.jpg,maliy
maliy,0.18360965,420,388,449,422,maliy\images\1954094688.jpg,maliy
maliy,0.13922703,404,330,451,421,maliy\images\1954094688.jpg,maliy
klikun,0.13323344,403,330,451,423,maliy\images\1954094688.jpg,maliy
klikun,0.11318678,298,244,430,455,maliy\images\1954094688.jpg,maliy
maliy,0.11255215,570,264,619,291,maliy\images\1954094688.jpg,maliy
maliy,0.9378184,166,50,412,291,maliy\images\1954147416.jpg,maliy
maliy,0.8271262,83,118,272,275,maliy\images\1954147416.jpg,maliy
klikun,0.35118413,4,8,640,410,maliy\images\1954163093.jpg,maliy
shipun,0.3194714,4,5,640,414,maliy\images\1954163093.jpg,maliy
maliy,0.6830465,66,93,635,397,maliy\images\1954568619.jpg,maliy
maliy,0.8849114,545,150,640,357,maliy\images\1954597947.jpg,maliy
maliy,0.8746941,131,184,316,364,maliy\images\1954597947.jpg,maliy
maliy,0.79078954,351,202,528,385,maliy\images\1954597947.jpg,maliy
maliy,0.90853,325,206,640,371,maliy\images\1954615895.jpg,maliy
maliy,0.6476959,216,144,518,308,maliy\images\1954615895.jpg,maliy
klikun,0.57104135,51,182,351,345,maliy\images\1954615895.jpg,maliy
maliy,0.4902332,51,183,352,344,maliy\images\1954615895.jpg,maliy
maliy,0.94280344,262,149,489,436,maliy\images\1956371240.jpg,maliy
maliy,0.9564678,459,306,640,427,maliy\images\1956383076.jpg,maliy
maliy,0.812416,10,305,219,402,maliy\images\1956383076.jpg,maliy
maliy,0.9457806,562,126,640,290,maliy\images\1956453153.jpg,maliy
maliy,0.9204218,99,142,307,286,maliy\images\1956453153.jpg,maliy
maliy,0.8880991,187,248,362,369,maliy\images\1956453153.jpg,maliy
maliy,0.77823955,329,165,557,259,maliy\images\1956453153.jpg,maliy
maliy,0.9347996,175,193,495,413,maliy\images\1956523753.jpg,maliy
klikun,0.12840421,101,332,189,414,maliy\images\1956523753.jpg,maliy
maliy,0.84049267,100,278,214,415,maliy\images\1956543164.jpg,maliy
maliy,0.8363091,305,269,442,426,maliy\images\1956543164.jpg,maliy
maliy,0.58916557,712,276,640,420,maliy\images\1956543164.jpg,maliy
shipun,0.2648293,712,275,640,422,maliy\images\1956543164.jpg,maliy
klikun,0.18479137,303,268,442,425,maliy\images\1956543164.jpg,maliy
shipun,0.15639006,36,0,640,135,maliy\images\1956543164.jpg,maliy
klikun,0.11401911,712,274,640,422,maliy\images\1956543164.jpg,maliy
maliy,0.903349,254,216,488,383,maliy\images\1956587996.jpg,maliy
maliy,0.89088964,341,229,588,400,maliy\images\1956591803.jpg,maliy
shipun,0.32848316,17,117,640,471,maliy\images\1956600572.jpg,maliy
maliy,0.1480333,11,117,640,469,maliy\images\1956600572.jpg,maliy
shipun,0.26021287,51,0,640,452,maliy\images\1956601140.jpg,maliy
maliy,0.87267095,202,203,640,443,maliy\images\1956610688.jpg,maliy
maliy,0.9366249,290,197,462,434,maliy\images\1956619125.jpg,maliy
maliy,0.9216243,511,165,640,341,maliy\images\1956619125.jpg,maliy
maliy,0.58434767,57,226,251,356,maliy\images\1956619125.jpg,maliy
shipun,0.40022558,56,225,253,354,maliy\images\1956619125.jpg,maliy
klikun,0.18698294,57,223,252,356,maliy\images\1956619125.jpg,maliy
maliy,0.726856,47,198,482,445,maliy\images\1956637477.jpg,maliy
klikun,0.60241103,11,93,640,447,maliy\images\1956639747.jpg,maliy
maliy,0.4442365,10,97,640,447,maliy\images\1956639747.jpg,maliy
klikun,0.36587664,529,58,640,319,maliy\images\1956639747.jpg,maliy
maliy,0.23251504,528,57,640,319,maliy\images\1956639747.jpg,maliy
maliy,0.9633032,312,184,488,581,maliy\images\1956672741.jpg,maliy
shipun,0.2841527,244,80,640,439,maliy\images\1956861124.jpg,maliy
maliy,0.25382695,247,82,640,437,maliy\images\1956861124.jpg,maliy
maliy,0.90163994,359,134,613,544,maliy\images\1956889494.jpg,maliy
maliy,0.66768783,500,147,640,496,maliy\images\1956889494.jpg,maliy
maliy,0.9251598,123,420,374,541,maliy\images\1958591633.jpg,maliy
maliy,0.88358736,345,205,548,316,maliy\images\1958663036.jpg,maliy
maliy,0.87267447,91,81,318,201,maliy\images\1958663036.jpg,maliy
maliy,0.8711086,533,383,640,514,maliy\images\1958663036.jpg,maliy
klikun,0.19300999,343,205,547,316,maliy\images\1958663036.jpg,maliy
klikun,0.18862854,529,380,640,514,maliy\images\1958663036.jpg,maliy
klikun,0.12231515,91,81,319,199,maliy\images\1958663036.jpg,maliy
maliy,0.94889057,158,175,526,640,maliy\images\1958750822.jpg,maliy
maliy,0.9695258,361,128,582,318,maliy\images\1958771163.jpg,maliy
maliy,0.9519131,54,89,247,292,maliy\images\1958771163.jpg,maliy
maliy,0.8302011,182,304,454,497,maliy\images\1958771163.jpg,maliy
maliy,0.8115952,31,78,199,314,maliy\images\1958803018.jpg,maliy
maliy,0.94514114,0,18,517,340,maliy\images\1958811721.jpg,maliy
maliy,0.8502809,137,166,369,407,maliy\images\1958843551.jpg,maliy
klikun,0.6924974,342,129,622,382,maliy\images\1958843551.jpg,maliy
maliy,0.90039766,335,202,570,383,maliy\images\1958863902.jpg,maliy
maliy,0.95653355,359,260,639,465,maliy\images\1958899416.jpg,maliy
maliy,0.8860334,164,200,392,429,maliy\images\1958899416.jpg,maliy
maliy,0.8010424,306,128,456,322,maliy\images\1958899416.jpg,maliy
klikun,0.8640395,45,45,640,380,maliy\images\1958928402.jpg,maliy
maliy,0.88841426,399,160,560,398,maliy\images\1958973744.jpg,maliy
maliy,0.78164613,175,114,319,334,maliy\images\1958973744.jpg,maliy
klikun,0.38829443,175,114,319,334,maliy\images\1958973744.jpg,maliy
maliy,0.8350514,346,117,640,285,maliy\images\1958983770.jpg,maliy
maliy,0.9449211,286,220,590,431,maliy\images\1959592157.jpg,maliy
shipun,0.75765646,165,34,640,541,maliy\images\1959605209.jpg,maliy
maliy,0.9662171,492,218,605,438,maliy\images\1960538708.jpg,maliy
maliy,0.9620746,53,208,183,464,maliy\images\1960538708.jpg,maliy
maliy,0.95174646,294,245,505,418,maliy\images\1960538708.jpg,maliy
maliy,0.9332696,661,193,640,454,maliy\images\1960538708.jpg,maliy
maliy,0.907419,167,222,289,502,maliy\images\1960538708.jpg,maliy
maliy,0.8500438,59,157,500,495,maliy\images\1960555627.jpg,maliy
maliy,0.9715412,280,153,617,458,maliy\images\1960586679.jpg,maliy
maliy,0.6214186,389,147,426,215,maliy\images\1960586679.jpg,maliy
maliy,0.19858147,579,184,625,226,maliy\images\1960586679.jpg,maliy
maliy,0.8359993,606,166,640,261,maliy\images\1960603870.jpg,maliy
maliy,0.57528067,396,261,628,303,maliy\images\1960603870.jpg,maliy
maliy,0.3776909,156,306,433,366,maliy\images\1960603870.jpg,maliy
maliy,0.16223355,111,270,351,314,maliy\images\1960603870.jpg,maliy
klikun,0.108474106,606,167,640,263,maliy\images\1960603870.jpg,maliy
maliy,0.84461,155,215,255,319,maliy\images\1960644081.jpg,maliy
maliy,0.7057957,561,224,640,320,maliy\images\1960644081.jpg,maliy
klikun,0.17899257,155,214,256,320,maliy\images\1960644081.jpg,maliy
maliy,0.117692165,631,268,640,317,maliy\images\1960644081.jpg,maliy
maliy,0.7031283,233,194,380,450,maliy\images\1960738200.jpg,maliy
klikun,0.1342656,229,193,381,450,maliy\images\1960738200.jpg,maliy
maliy,0.9288704,400,100,640,408,maliy\images\1962035292.jpg,maliy
maliy,0.57688004,139,201,304,407,maliy\images\1962035292.jpg,maliy
klikun,0.17654632,138,200,306,408,maliy\images\1962035292.jpg,maliy
maliy,0.97593015,275,105,531,336,maliy\images\1962057634.jpg,maliy
maliy,0.9656455,91,103,296,358,maliy\images\1962057634.jpg,maliy
maliy,0.2630519,724,0,640,205,maliy\images\1962066689.jpg,maliy
klikun,0.15519986,0,267,334,493,maliy\images\1962066689.jpg,maliy
maliy,0.1436506,694,161,640,453,maliy\images\1962066689.jpg,maliy
maliy,0.13686584,0,265,333,492,maliy\images\1962066689.jpg,maliy
klikun,0.12722978,219,150,640,524,maliy\images\1962066689.jpg,maliy
maliy,0.12434468,217,148,640,525,maliy\images\1962066689.jpg,maliy
shipun,0.59017503,358,60,640,208,maliy\images\1962075940.jpg,maliy
maliy,0.35433954,22,130,335,303,maliy\images\1962075940.jpg,maliy
klikun,0.33472857,19,132,341,300,maliy\images\1962075940.jpg,maliy
klikun,0.47171018,79,264,267,533,maliy\images\1962108108.jpg,maliy
maliy,0.45276615,393,310,640,545,maliy\images\1962108108.jpg,maliy
klikun,0.44340372,367,313,525,511,maliy\images\1962108108.jpg,maliy
maliy,0.30650634,80,266,267,536,maliy\images\1962108108.jpg,maliy
klikun,0.30069494,410,311,640,545,maliy\images\1962108108.jpg,maliy
shipun,0.15762079,272,324,477,484,maliy\images\1962108108.jpg,maliy
shipun,0.74251634,0,43,640,417,maliy\images\1962175300.jpg,maliy
shipun,0.62594765,48,227,640,471,maliy\images\1962198243.jpg,maliy
shipun,0.16256821,748,568,640,599,maliy\images\1962198243.jpg,maliy
shipun,0.11478547,9,370,45,398,maliy\images\1962198243.jpg,maliy
maliy,0.9330889,148,176,545,416,maliy\images\1962199856.jpg,maliy
maliy,0.9213002,87,100,361,259,maliy\images\1962332031.jpg,maliy
maliy,0.7241585,173,214,623,407,maliy\images\1963326322.jpg,maliy
shipun,0.616414,62,208,497,544,maliy\images\1963434795.jpg,maliy
klikun,0.27508435,323,64,640,446,maliy\images\1963434795.jpg,maliy
maliy,0.7727309,382,141,639,312,maliy\images\1963451866.jpg,maliy
maliy,0.74022084,288,253,446,404,maliy\images\1963451866.jpg,maliy
klikun,0.40153015,381,143,639,312,maliy\images\1963451866.jpg,maliy
klikun,0.37993,288,253,448,404,maliy\images\1963451866.jpg,maliy
maliy,0.928764,14,117,354,309,maliy\images\1963467646.jpg,maliy
maliy,0.8595552,443,72,640,288,maliy\images\1963467646.jpg,maliy
maliy,0.7647758,318,89,595,254,maliy\images\1963467646.jpg,maliy
maliy,0.8633025,103,84,281,349,maliy\images\1963876605.jpg,maliy
maliy,0.77245265,366,133,640,368,maliy\images\1963876605.jpg,maliy
shipun,0.29200047,368,137,640,367,maliy\images\1963876605.jpg,maliy
maliy,0.9348174,473,252,640,411,maliy\images\1963921962.jpg,maliy
maliy,0.89507246,163,229,479,389,maliy\images\1963921962.jpg,maliy
maliy,0.25787544,211,344,542,497,maliy\images\1963991205.jpg,maliy
klikun,0.23592152,195,340,542,492,maliy\images\1963991205.jpg,maliy
maliy,0.18913376,49,179,461,357,maliy\images\1963991205.jpg,maliy
maliy,0.1341136,206,350,330,418,maliy\images\1963991205.jpg,maliy
maliy,0.35847124,207,233,355,310,maliy\images\1964379690.jpg,maliy
maliy,0.3238067,7,51,350,286,maliy\images\1964379690.jpg,maliy
maliy,0.18411349,0,108,61,249,maliy\images\1964379690.jpg,maliy
